resource_id	kind	authoritative_url	release	assembly	bytes	sha256	retrieved_utc	license_reuse	cache_path
gse132099_icshape_invivo	processed_structure	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132099/suppl/GSE132099_icSHAPE_invivo.out.txt.gz	GSE132099	GRCh38; Ensembl 88	22840529	d2d168e235faf9cdc3169c96ffc046635695bf1bec5e1e63a4066cd283cd198d	2026-09-23T12:44:11.500827+00:00	GEO public access; redistribution and commercial terms not explicitly established	.cache/phase3b/structure/GSE132099_icSHAPE_invivo.out.txt.gz
gse149767_k562_icshape_invivo	processed_structure	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149767/suppl/GSE149767_k562_vivo_icshape.tar.gz	GSE149767	GRCh38; annotation release unverified	89111498	e21c6f16adf4e79c24dc75100131b5585373465425e0391c06f7fa9c3ad52ecf	2026-09-23T12:46:04.866865+00:00	GEO public access; redistribution and commercial terms not explicitly established	.cache/phase3b/structure/GSE149767_k562_vivo_icshape.tar.gz
gse149767_readme	processed_metadata	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149767/suppl/GSE149767_readme.txt	GSE149767	GRCh38 for icSHAPE	3551	cb62bb14c125831d14ea8b6d9b3828686fc565aee43cf68837b7c7a6f4aeb0a4	2026-09-23T12:47:36.918016+00:00	GEO public access; redistribution and commercial terms not explicitly established	.cache/phase3b/structure/GSE149767_readme.txt
gse149767_k562_maps	processed_structure_metadata	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149767/suppl/GSE149767_k562maps.tar.gz	GSE149767	GRCh38 for icSHAPE	322087573	8f552225bfba88ef69b9f2309078c820bcb1b2a22be103226039868cb99f4df3	2026-09-23T12:48:08.623623+00:00	GEO public access; redistribution and commercial terms not explicitly established	.cache/phase3b/structure/GSE149767_k562maps.tar.gz
ensembl88_gtf	reference	https://ftp.ensembl.org/pub/release-88/gtf/homo_sapiens/Homo_sapiens.GRCh38.88.gtf.gz	Ensembl 88	GRCh38	46157774	ba9cb13686c3a4429724dfd6f6e52df92d1cc59675a4590d4a854f64ce633f46	2026-09-23T12:51:03.002689+00:00	Ensembl-produced data available without restriction; third-party caveats	.cache/phase3b/references/ensembl88.gtf.gz
ensembl88_cdna	reference	https://ftp.ensembl.org/pub/release-88/fasta/homo_sapiens/cdna/Homo_sapiens.GRCh38.cdna.all.fa.gz	Ensembl 88	GRCh38	64661761	462823cdad614a2a77763004735fb9d4fabf3bb691b57737697208679c26cb86	2026-09-23T12:54:38.802390+00:00	Ensembl-produced data available without restriction; third-party caveats	.cache/phase3b/references/ensembl88.cdna.fa.gz
ensembl88_ncrna	reference	https://ftp.ensembl.org/pub/release-88/fasta/homo_sapiens/ncrna/Homo_sapiens.GRCh38.ncrna.fa.gz	Ensembl 88	GRCh38	9318335	298925becc19859d420f5fbd70994c72ab82df1aedc94515faf86b000b2157b4	2026-09-23T12:54:38.813558+00:00	Ensembl-produced data available without restriction; third-party caveats	.cache/phase3b/references/ensembl88.ncrna.fa.gz
